label,ax,ay,az,gx,gy,gz
0,15224,-3204,6420,-2584,1191,249
0,14704,-3700,7484,-208,-948,-1822
0,15288,-3888,6396,1113,-10,-49
0,14972,-3408,7412,-964,-621,-518
0,14864,-4696,5720,251,-252,335
0,14900,-3612,7232,1740,910,-1143
0,14596,-4364,6468,1683,-102,-742
0,14968,-3964,5828,924,-614,-2343
0,15168,-2704,6960,1683,1314,-2105
0,15076,-1668,7748,-3616,-1206,245
0,13996,-4896,6996,-2830,1810,1031
0,14216,-3392,7612,-1577,361,890
0,13432,-4884,8056,480,1723,-619
0,14764,-3752,6888,-1954,-1400,-3155
0,13848,-5352,6048,-3160,2207,-1123
0,13944,-2128,8536,-3995,3129,2146
0,14636,-4028,7132,-2659,861,1028
0,15512,-4932,4808,6585,-298,5383
0,13364,-6236,7228,3450,-3037,-3321
0,16068,-2064,8552,-918,622,1405
0,14384,-5364,6528,2201,1026,-664
0,15240,-4336,6500,-1036,-591,2538
0,13512,-4752,7900,-4503,-1083,-3154
0,14708,-4992,7312,763,1553,-31
0,14888,-1284,8752,448,-519,897
0,14188,-5472,6312,-985,2444,819
0,13380,-4064,6752,-3990,1694,175
0,14064,-5488,7248,-1768,2462,-555
0,14332,-3084,8228,1675,1102,744
0,15256,-3756,6624,3057,-14,-2639
0,15604,-3164,6644,1177,784,-565
0,14400,-4092,7468,777,1122,-1732
0,14940,-2412,7736,-3675,93,3135
0,14700,-5192,7308,-1617,603,3566
0,14528,-4604,7740,-1427,-1855,3841
0,13128,-7228,7916,-1715,-3965,3482
0,14748,-5724,5248,-1237,2012,227
0,14780,-7944,4728,1596,-2079,-3781
0,13936,-6232,5484,2764,-41,102
0,13996,-7056,6548,4194,2476,2697
0,13120,-5652,7524,2055,7684,766
0,13616,-7536,9380,-730,3058,1676
0,13788,-4564,8092,388,-1171,2638
0,13560,-5832,8768,2053,1907,3738
0,12780,-7704,8544,2376,696,-2945
0,13400,-6988,7728,-4611,3171,-4571
0,11836,-6320,10280,-1025,280,929
0,11768,-7180,9724,4735,601,3174
0,12712,-4648,8908,-5664,-1169,-559
0,13224,-7216,8128,-2413,777,2705
0,12192,-6064,8532,-594,1419,1528
0,12496,-6568,10008,-682,-193,317
0,12064,-6744,10060,-374,622,672
0,12316,-7952,8720,190,81,1884
0,11556,-7560,9448,-407,342,541
0,11840,-7252,8812,10,756,-916
0,12156,-6152,8624,207,-206,-1612
0,12004,-8136,8456,1333,-82,-1887
0,12596,-7344,8104,-907,75,1070
0,11888,-7128,9220,33,927,755
0,12596,-7112,7520,-194,344,-484
0,11912,-7748,9780,1380,611,-1009
0,12216,-6588,9272,296,545,-8
0,12020,-6812,9904,936,423,-1026
0,12420,-6588,9288,-68,405,98
0,12264,-6240,9176,-590,1366,554
0,12184,-7252,9304,-98,-329,-768
0,12028,-6488,9032,-772,261,528
0,12108,-5516,9488,-198,271,160
0,12260,-6364,9228,-612,18,-2
0,11980,-7108,9580,-647,92,664
0,12096,-6384,9396,-186,-104,-165
0,12052,-6808,9456,-498,-394,641
0,12288,-7000,9080,-293,287,4
0,11964,-7456,9672,-88,325,-133
0,11796,-6924,9368,-347,173,307
0,11936,-7076,9204,-169,329,8
0,11940,-7032,9572,-371,200,340
0,12000,-7260,9480,-290,348,106
0,11812,-7372,9492,-267,-6,119
0,12208,-7056,9464,-205,123,306
0,11880,-7228,9240,-212,307,99
0,11752,-7296,9412,-400,309,236
0,11796,-7276,9156,-240,259,16
0,11788,-7216,9380,-228,226,-12
0,11768,-7300,9428,-286,357,160
0,11756,-7440,9292,-193,221,-14
0,11632,-7420,9328,-304,284,120
0,11864,-7648,9176,-320,267,612
0,11672,-7360,9524,-160,221,-51
0,11620,-7516,9568,-205,167,-166
0,11616,-7588,9520,-169,81,-281
0,11608,-7592,9480,-255,211,-239
0,11664,-7440,9420,-158,235,-189
0,11684,-7464,9488,-188,285,-149
0,11756,-7484,9260,-236,122,-62
0,11672,-7344,9096,-40,490,-161
0,11448,-7452,9668,-958,-390,-1211
0,11772,-7292,9320,-662,412,-300
0,11688,-7452,9596,514,916,-725
0,11688,-7832,10252,5497,-1789,1402
0,11680,-6500,9992,5039,-737,-261
0,11748,-6184,10092,1694,-1566,557
0,12116,-5840,10476,362,-143,-211
0,14604,-6364,12104,-3149,-14481,-2656
0,14964,-6968,3664,-6439,-4789,-2493
0,12776,-5612,6740,-6522,1431,-4730
0,17008,-4456,3660,-7776,1710,-11038
0,14796,-2776,5036,-2284,489,-4125
0,16944,-3032,5924,518,1026,508
0,14976,-4428,6492,1453,2387,2305
0,14708,-2976,7248,100,187,510
0,14460,-4496,7144,233,-13,850
0,14576,-4152,7384,461,235,-1179
0,14752,-2880,7588,-325,-18,-817
0,14968,-3428,7096,144,-26,-542
0,14344,-3140,8244,223,118,-586
0,14880,-3204,7420,226,222,-902
0,15828,-2756,9228,-2222,-2858,-579
0,15052,-5740,5200,408,5779,7056
0,10380,-3656,6936,5606,-884,9156
0,12700,-4024,10776,-17,4253,3188
0,12996,-7348,5116,-6047,3105,8665
0,14660,-6088,7768,3579,-592,-10053
0,13260,-5776,8064,2030,-1959,-5179
0,15244,-4944,6068,-869,1104,232
0,14212,-5364,7528,906,2399,-1665
0,14692,-2716,7228,839,745,-5414
0,14884,-5240,5144,1437,379,-2856
0,14412,-3996,7116,1604,704,-1288
0,14392,-3564,8008,581,236,-1842
0,15044,-2840,7080,550,1529,-752
0,14544,-3056,7984,-88,492,-2484
0,15400,-3120,6056,-95,769,122
0,14332,-3328,6340,725,50,-686
0,14824,-2584,7520,-685,212,1769
0,15188,-2052,7624,2534,1244,261
0,14860,-2312,7908,-1487,-14,-891
0,14716,-1772,8104,-1284,151,-1062
0,14496,-2588,7984,-732,522,115
0,15328,-1836,7384,688,2113,-45
0,14312,-2448,7680,-615,722,-1190
0,14724,-2200,7824,650,1123,-587
0,14516,-3160,7656,-835,107,-1034
0,14600,-2276,8160,-863,1210,-597
0,15564,-2480,7776,-5170,1097,-1029
0,15176,-3480,7092,-1749,531,1211
0,12484,-5712,9584,570,627,-598
0,14980,-3036,6920,-292,659,1479
0,14876,-3168,8444,1200,798,-2822
0,15036,-1600,7580,-810,685,2004
0,14972,-1848,7888,-893,-442,-1901
0,14676,-2736,7644,-1115,601,2450
0,14224,-3200,8536,-1967,-248,32
0,14860,-3132,7248,-3707,1807,4756
0,14148,-4308,7504,-4226,-867,-253
0,14496,-5408,6820,448,647,1272
0,13916,-4444,8312,-71,287,-963
0,14668,-6392,5032,1633,-435,-224
0,15776,-3688,5956,1651,-172,-643
0,14560,-4624,6992,-785,-469,-1400
0,15956,-2548,7160,-2983,83,2308
0,14348,-6356,7816,403,2736,12431
0,19824,-3328,3796,-1066,-4291,11798
0,10960,-8640,10048,2240,4123,4315
0,9792,-9880,6908,2498,-3554,-3675
0,10700,-9956,3460,1226,2268,-1426
0,7860,-8176,8124,11563,2296,8350
0,9268,-7660,11304,13822,-6503,-292
0,11176,-6128,9288,21478,-20875,-11001
0,13848,1488,16076,15881,-5275,-10073
0,19820,2248,3560,4382,-4160,-969
0,16724,4288,6080,-8669,-12965,6198
0,17668,2516,4324,-4749,1609,4829
0,18192,3864,6020,-7332,-27144,18380
0,11132,-5112,-2788,-8191,-22067,14718
0,14504,-6732,-17044,-7602,-11808,-8560
0,16048,-1200,-5248,2004,4810,-1914
0,15220,-6744,-9372,-5703,8944,9210
0,13768,-8696,-5160,-8838,11683,17327
0,11944,-7856,-5324,-1290,8723,8876
0,12804,-10520,-6096,-3748,4263,5014
0,11060,-9536,-2324,-2760,5108,1396
0,10876,-10620,-2236,-1335,3247,-8326
0,14056,-9932,-488,-1612,-2446,-10212
0,14360,-9260,-2888,1525,2608,-2456
0,14048,-6764,-3216,-309,-703,-2656
0,14644,-7304,-1452,-1713,-6054,-7000
0,13696,-5984,-9800,7070,-18631,-9807
0,13412,-956,-9196,3517,-25381,-8447
0,12168,-1824,-15652,2285,-17579,-2651
0,9188,-2228,-14284,-4378,-5571,-998
0,8776,-1684,-13336,1183,3149,812
0,7744,-2204,-16180,-3286,-1411,-1630
0,8184,-104,-13704,-2306,2376,-2275
0,7792,-448,-16008,-3146,-1677,-2335
0,10160,40,-14800,2843,1944,2603
0,7536,-1184,-15252,-1811,4823,3235
0,9512,524,-15200,-969,1528,858
0,9628,-1168,-15916,-500,1787,-745
0,8924,824,-13676,-2153,-465,1486
0,8968,-824,-14020,859,2275,45
0,8984,452,-14272,-5131,-1402,2179
0,9296,-172,-15096,2689,4336,1787
0,10480,-608,-14992,1721,832,1763
0,10988,-756,-13836,2245,-793,4289
0,8496,-2764,-13540,477,2661,5685
0,9688,-2048,-13804,1214,1915,3308
0,10496,-3092,-12684,-356,3553,2929
0,10308,-2980,-12196,-1522,404,3743
0,9312,-4588,-13200,-1870,71,3265
0,10476,-4812,-14496,1547,-7692,-183
0,9460,-3376,-14188,2983,-1912,-3165
0,9588,-3128,-13168,-2617,1420,-290
0,9812,-5632,-14972,-2890,-401,1861
0,9636,-3284,-14652,-1854,345,748
0,10596,-3092,-16536,-713,-2096,-3483
0,9096,-2060,-13440,-1934,-376,-4691
0,10716,-1616,-13280,-4642,-415,-3157
0,9748,-784,-15552,-3557,-1294,-2469
0,11476,-488,-10916,761,-6284,-8417
0,9568,1760,-18044,2594,-7847,-3548
0,9420,1448,-15720,-142,1904,245
0,8620,976,-14248,-3743,1833,1577
0,9100,1584,-15336,-1745,1108,-566
0,9200,2600,-17676,-2171,-2810,-919
0,8372,1984,-14544,614,1397,-1708
0,8876,1768,-13616,-711,75,2
0,8024,1680,-14880,-23,750,-629
0,8020,1448,-13684,1091,756,-1353
0,8860,2004,-14160,-297,1565,765
0,9088,1828,-14552,-328,83,-265
0,8788,1972,-14340,-848,499,-74
0,9648,2280,-14484,-622,1173,1066
0,9192,2484,-15140,-2246,1512,2691
0,8852,1916,-14828,-260,2448,-2586
0,9272,1948,-13516,355,1593,567
0,11156,2900,-13260,-326,-412,-488
0,8980,2404,-14568,-529,-1014,-1441
0,9288,2412,-14280,576,304,144
0,9432,2512,-13912,342,603,-446
0,9272,2336,-13992,243,300,-329
0,9320,2268,-13612,-107,-462,-160
0,9120,2212,-13632,-90,514,-281
0,9084,2384,-13980,-154,317,266
0,9560,2508,-14112,-160,369,42
0,9660,2628,-14252,-95,-76,341
0,9680,2616,-13952,-339,-287,-154
0,9456,2412,-13964,163,742,-245
0,9544,2580,-14384,-119,338,-14
0,9492,2532,-14100,-202,-254,1152
0,9964,2672,-14424,-273,-364,-393
0,8012,1548,-12096,-801,1083,-1836
0,8784,2112,-14000,233,511,-100
0,8684,2036,-14212,-93,359,591
0,11688,3448,-14336,-631,308,-682
0,9280,2348,-13724,-481,-234,921
0,8384,1644,-13576,-800,488,-150
0,9240,2228,-12908,-1474,-1079,2058
0,9404,2576,-15444,1567,1970,-265
0,11520,2824,-14828,2071,1863,-232
0,11300,2100,-13740,1543,4660,4326
0,10960,1816,-13712,5884,2358,-530
0,12772,-1696,-11916,4378,6476,-2695
0,14112,-68,-8400,2234,22019,-2011
0,14920,-1440,-3684,-22,32767,5850
0,15068,-1208,2788,2484,19847,7426
0,12720,-6028,7116,3645,13806,6179
0,12908,-5704,7496,3424,10636,5250
0,11604,-4636,10936,3766,5267,2511
0,11584,-5748,11384,2896,3163,2135
0,11096,-5200,11340,1067,1954,605
0,11264,-4976,11564,1258,1323,-2216
0,10664,-5128,11260,-26,257,-1610
0,11624,-5104,11292,-63,-35,-2968
0,12340,-4900,10976,-1650,736,-4191
0,11636,-2968,12564,-4519,3067,-13803
0,11344,-1004,13956,-4605,2337,-3073
0,10856,-4156,13628,-3740,-2226,-1912
0,11696,-1708,11848,-2003,8580,-1688
0,8788,-3152,13192,-735,9037,-4237
0,7608,-3120,15440,-1260,4247,-1488
0,7544,-3188,14212,-2242,2858,-949
0,7452,-3512,14580,-472,2087,-761
0,6908,-3692,14192,868,2892,-1349
0,6744,-3124,14744,1914,2042,-1423
0,6856,-2288,15532,1050,1053,-322
0,5508,-2576,15136,227,1284,606
0,5500,-448,15664,642,410,-854
0,8324,-3356,16048,-2586,-9072,2793
0,8756,-2188,16732,-966,-3054,1792
0,7240,-4620,13832,-3023,340,1446
0,7188,-3652,13812,-394,-1236,-1748
0,8744,-3612,14108,-2418,1712,-1269
0,8112,-4452,14668,-764,4166,-1250
0,7652,-3432,14368,1052,-3049,-1120
0,9248,-3288,14348,-22,1442,-625
0,7460,-4084,13620,643,-453,-1133
0,7392,-2528,15084,1137,-299,-602
0,8648,-3756,13940,-3513,-1884,4397
0,7716,-5748,15280,-3180,3078,1235
0,6860,-5444,12924,-2108,506,4939
0,6508,-6024,13092,721,1639,6559
0,7572,-5980,12940,-16,-1941,656
0,9532,-5980,12484,827,-1214,-1542
0,9772,-4488,13124,1551,-1810,-2367
0,9668,-4460,13032,-1325,-2233,181
0,8492,-4640,13328,-631,-112,-1436
0,9044,-4640,13232,-940,-994,-1151
0,9484,-5260,12816,-924,114,-884
0,10432,-6064,11920,-908,-215,608
0,9756,-5932,12596,-44,-1219,63
0,10416,-5396,11852,-358,-2052,-478
1,10900,-5284,12088,-289,-817,-145
1,9784,-5248,11984,-415,-34,306
1,10320,-5476,12208,-357,-35,220
1,10316,-5524,11932,-110,352,124
1,10044,-5816,12024,-670,217,188
1,10076,-5972,11944,-615,307,562
1,10116,-4972,12392,-872,-224,2545
1,9316,-7248,12868,816,-3814,5921
1,10104,-7224,10252,1761,889,-1843
1,10292,-5876,11508,-3221,2646,-7225
1,9844,-4948,12780,1327,-1114,1609
1,16188,-6720,10736,-3903,-5046,10292
1,7444,-8340,11256,-5878,-10652,7356
1,7860,-10132,6364,-8804,-12602,3923
1,11572,-10908,2088,-6582,-9221,-3521
1,12036,-11208,2472,-535,-5409,-2004
1,12728,-11264,1516,1894,-9122,-2171
1,13744,-9800,476,3655,-495,-1522
1,12724,-10012,2420,2454,-2061,-1552
1,13000,-10380,2364,1122,692,-2247
1,13828,-9416,1676,1554,889,-2057
1,14292,-9376,1828,1738,-1515,-2178
1,14628,-8776,1780,1125,-1631,-392
1,14408,-8768,2404,154,-3576,1402
1,14084,-9128,372,622,-4473,2066
1,13892,-9924,-204,-35,-5409,2315
1,13604,-9632,-916,-330,-2646,338
1,13416,-10120,-536,-463,-301,554
1,13452,-9760,-928,-586,1014,-445
1,12908,-9084,148,-1360,4093,142
1,13880,-9964,656,-792,5120,-1142
1,14692,-9588,-664,-3228,4970,1100
1,13316,-10496,1360,-2042,4594,-1403
1,14000,-10572,1796,-1004,9828,-945
1,13320,-9720,3608,-845,6837,-285
1,10556,-8956,8208,2436,9948,-1695
1,11804,-9676,7892,-1335,3950,-459
1,12492,-9216,4756,-2209,2372,1488
1,8360,-11036,4968,714,6589,1689
1,9308,-8044,10904,11383,-1454,-2063
1,13112,-5628,12904,-2220,6348,-1079
1,8324,-6896,9048,1081,-6565,-2058
1,9480,-3504,10748,599,3511,-1493
1,12656,-7636,10664,-5240,6201,3239
1,11180,-8284,9528,-625,2743,-2499
1,11632,-7952,9612,-1352,3939,-7553
1,11296,-6260,10604,1286,-3638,2553
1,11796,-6336,9608,292,-520,-468
1,11300,-5388,10700,-22,-240,-951
1,12136,-6268,10984,625,-2648,12665
1,10236,-5128,10616,3471,2602,-5975
1,11660,-388,12912,-2912,4771,-10063
1,11380,-6016,8856,3891,-4612,8610
1,13308,-5140,14700,-4152,-520,-10329
1,14472,-2864,10540,-1500,-2235,7692
1,10040,-9368,9864,609,1214,2935
1,10496,-7520,9916,-3974,1937,-12712
1,11856,-6656,9504,-250,-1881,9996
1,10712,-8948,10404,2054,2476,-6849
1,12996,-3728,9852,-587,218,3046
1,9504,-9312,11964,1409,914,480
1,11596,-6260,8268,-1754,257,-4285
1,10688,-7696,10576,-1217,-592,5718
1,8876,-10108,11140,1701,1098,-1064
1,10924,-8636,7916,708,1664,-8292
1,11228,-6032,10012,-2224,621,8341
1,10680,-5836,10768,2969,1835,-12759
1,12848,-1124,12376,-771,-991,5158
1,9892,-9848,11276,960,104,-929
1,10728,-8880,8356,448,-380,-5470
1,12040,-8168,8968,-1935,1228,8029
1,10596,-8064,8196,-2184,-2106,-3464
1,12280,-8172,9020,-725,2729,-1489
1,10996,-7084,10752,2453,2157,-5100
1,11460,-7600,10316,-826,-1244,4383
1,11684,-6052,10432,3149,-2838,1337
1,11708,-6584,9852,1765,-1180,1347
1,12964,-6192,9708,234,-995,328
1,11840,-6724,10284,-516,585,6
1,12000,-5680,9264,-596,122,-74
1,11752,-6344,10404,-237,287,-869
1,12384,-5700,9556,-448,475,-110
1,11964,-5924,10736,-321,803,-349
1,12868,-5604,9028,179,3566,-3423
1,11136,-5812,11820,-1975,44,-1866
1,11884,-6224,10292,-326,618,-137
1,12552,-6052,10180,-505,-308,100
1,11620,-5372,10716,-124,335,-73
1,11700,-5696,10288,327,-23,24
1,11340,-4124,13700,4477,-6959,4078
1,10364,-6844,8304,-691,4387,-3984
1,14236,-6108,7644,2664,-360,-219
1,10672,-3736,10992,2203,2322,-789
1,13468,-3744,9760,-2482,-2115,169
1,12504,-6060,9744,-1169,-317,428
1,12520,-5844,9976,-794,1403,-246
1,12236,-4900,10212,-58,862,-7
1,12016,-5064,10116,-348,398,-64
1,12092,-5244,10628,-4,33,-108
1,12128,-5220,10584,-101,449,-2
1,12196,-4952,10300,51,311,-252
1,12552,-4976,10892,-153,541,-184
1,12012,-5084,10604,69,89,-558
1,12084,-4692,11000,-274,279,51
1,12080,-5108,10616,-369,134,246
1,12348,-4796,9996,-494,857,-351
1,11944,-5052,10472,-1978,653,-1031
1,12572,-5580,11340,517,-1734,-2911
1,11960,-2396,13240,943,-5502,-7188
1,13124,-4832,7272,-8768,6650,-4705
1,12872,-3468,8400,-2421,2826,-10281
1,15848,-952,7172,1833,-3134,-3514
1,12788,-576,8812,4245,-511,-2002
1,16044,248,8304,403,-1161,-1220
1,13932,-332,9600,-101,689,689
1,14512,-632,8700,-844,342,544
1,14560,-868,8772,-309,-1,2344
1,14276,-1788,8556,-721,210,896
1,14128,-1176,9088,-979,42,931
1,14204,-1632,8960,-584,19,1223
1,14116,-1936,9000,-1059,59,1163
1,14196,-2736,8500,-471,5,256
1,14244,-2112,8608,-233,176,-384
1,14152,-2208,8740,-204,88,-225
1,14296,-2196,8648,-126,256,-191
1,14220,-1936,8816,-192,213,-85
1,14020,-2144,8692,-232,65,889
1,14184,-2372,8668,-32,168,-19
1,14004,-2312,9208,-22,-189,-14
1,14064,-2368,8864,-433,257,-28
1,14204,-2328,8740,-237,284,-147
1,14328,-2148,8624,315,370,-140
1,14208,-2468,8848,-192,184,-121
1,14192,-2212,8584,-132,262,-153
1,14272,-2108,8472,-53,217,-169
1,14128,-2248,8680,-203,189,-118
1,14252,-2140,8688,-22,229,-163
1,14176,-2152,8784,-120,279,-234
1,14280,-2036,8736,-198,196,-156
1,14292,-2368,8584,-369,-36,-40
1,14012,-2368,8888,-589,163,-332
1,14136,-1952,8680,411,442,-291
1,14148,-2096,9040,111,310,-177
1,13988,-1920,9004,-830,15,-131
1,14032,-2792,8484,-89,462,-1200
1,14220,-2352,8524,-551,78,328
1,14176,-2248,8632,-729,271,968
1,13376,-3864,9284,1192,-575,-1339
1,14072,-1024,8228,-3707,1978,5094
1,15208,-2300,8512,-4861,-3390,13686
1,17020,-5704,7480,6150,3525,3043
1,15572,-4240,5784,11478,-12941,31
1,11652,-2916,7756,3414,5035,4315
1,13744,-6920,7632,3274,3045,-474
1,10028,-4924,11084,-1159,10970,146
1,10432,-5448,10668,-4290,15327,-708
1,4972,-5420,16452,-1108,8522,-1744
1,7088,-4324,16476,-1607,2390,-1912
1,4784,-6568,15832,-2276,11873,-3133
1,5088,-5824,15028,-1437,1774,-3171
1,4712,-6156,13264,-7186,2899,4315
1,3164,-8676,14760,-989,2158,-1030
1,2820,-7380,14092,2563,-223,-1928
1,5092,-4976,15572,2201,-281,-2436
1,4640,-6260,14200,-5087,2998,2397
1,3432,-7828,13540,3193,1162,-2007
1,2100,-6612,14192,-861,3003,2459
1,5080,-8824,13372,1692,-4297,-107
1,6636,-4608,17428,7256,-5323,-1088
1,9356,-4340,14404,-1298,-4705,7194
1,10028,-6268,11032,-727,-12431,5195
1,10240,-8100,9360,2184,-10282,-1552
1,11544,-6876,9132,-10,-1467,1562
1,10084,-7140,9992,1360,-6225,3419
1,12912,-6548,8476,1690,-7520,2520
1,13680,-6540,8416,-23,-1285,456
1,12520,-6772,8476,-1341,-467,32
1,13580,-6604,8012,-1745,3160,-1022
1,12208,-7524,7864,-4429,2729,2253
1,12044,-8628,9320,-2637,9138,904
1,10844,-8356,10648,-1346,1733,407
1,12828,-7448,5336,-2373,-2478,370
1,8880,-8520,10972,7806,-10957,-5601
1,14096,-7188,5212,-9739,10221,4737
1,8584,-13128,7816,-23480,15285,9031
1,7556,-16344,4624,18291,-32768,-12258
1,15448,-4168,-3004,32767,-24286,-20101
1,20328,964,-356,-9304,2821,9173
1,6456,-6948,-2088,-32768,32767,18694
1,8004,-18496,6832,15860,-19389,-3771
1,14652,-8208,-4736,32767,-29024,-25614
1,16492,-468,2768,14370,-8057,-15850
1,20188,560,-704,-15743,5553,15252
1,7320,-4840,2608,-32768,32767,26951
1,6224,-8808,4028,9474,-23993,-598
1,13536,-10704,-2116,23863,-25243,-19828
1,16576,-3792,1504,16536,-12096,-16744
1,16612,-912,1284,-5395,53,11196
1,7764,-6744,-1144,-32768,32767,20827
1,6492,-13824,1616,9869,-16229,-1792
1,11768,-11616,-4828,29543,-32768,-24767
1,16300,-3832,-288,21397,-8975,-13320
1,18544,-956,-360,-3036,-1118,5565
1,8800,-4876,-416,-32768,32767,18684
1,5448,-15408,9428,13062,-20973,-1490
1,15476,-7192,-6464,32767,-32768,-24430
1,15544,-1428,3088,13287,-506,-15861
1,20168,1240,584,-8194,-188,12338
1,5340,-10852,5480,-32768,32767,14794
1,6276,-14732,4692,5884,-31883,-2954
1,17724,-8588,-6860,25169,-23789,-14183
1,15008,-4240,3036,10625,-3904,-8770
1,16724,-3192,372,948,-3931,4023
1,13228,-4700,-2044,-32768,32767,21275
1,5468,-16612,4500,1117,-18796,-463
1,13144,-11588,-6024,28128,-32768,-26161
1,15992,-3576,-920,23226,-6533,-19491
1,17400,-1488,812,-219,-4970,9103
1,5508,-7864,-4700,-32768,32767,27674
1,3036,-14720,2408,18559,-32768,-12905
1,15612,-6136,-10160,32767,-20163,-28224
1,16448,588,2424,17707,-5003,-15824
1,21288,1412,-6252,-32768,16797,31604
1,1428,-12544,6424,-32768,32767,25086
1,3128,-13184,-4120,26112,-32768,-19289
1,18700,-6060,-6216,28111,-4316,-21897
1,15548,-2548,3068,4825,-2806,-3798
1,14724,-3560,-7948,-32768,32767,32767
1,3324,-32768,-12188,4661,-622,3781
1,2496,-20036,-1680,29054,-28015,-25906
1,18452,-5824,-5024,24155,-2925,-15126
1,17568,-3176,1280,1758,16,-2419
1,9992,-3928,-7592,-32768,32767,31010
1,15956,-21828,4156,16279,-22488,-6156
1,11052,-10768,-5100,25218,-25822,-28944
1,17080,-5720,-3872,13460,2629,-10558
1,17556,-2852,-2504,-4561,3036,5774
1,7460,-168,-8660,-32768,32767,32767
1,10916,-21728,372,10160,-4893,-6057
1,13392,-5840,-6532,24426,-32768,-28553
1,15264,-2772,-4768,15684,1471,-12351
1,15788,-4904,-3124,-4172,-648,6356
1,13672,-2072,-10232,-32768,24568,32767
1,12008,-22416,-5440,3169,3516,658
1,10300,-7716,-7840,22347,-24735,-32768
1,17220,-4292,-7700,11056,-126,-11717
1,17024,-5812,-4952,3420,-3868,-1595
1,16656,-6740,-7948,-24,5466,-3617
1,13844,-7972,-5508,8497,6432,6990
1,14472,-4996,-2468,-3989,1026,9914
1,9328,-5776,-9948,-32768,32767,32767
1,9296,-16324,-1668,12852,-10465,-7271
1,8020,-10548,-5836,24214,-24251,-28862
1,14284,-5444,-4264,14463,2252,-20652
1,15556,-3680,-132,6126,219,-5726
1,25764,-1364,-14500,-32768,32767,15210
1,6616,-22312,10152,-8881,32767,5834
1,11524,-11000,7348,16255,-26790,-6188
1,16560,-6568,764,16131,-13301,-1187
1,14672,-5464,6592,6382,-6543,-2803
1,29040,3824,-11824,-22083,19697,8233
1,-504,-18276,22244,-26051,18219,10210
1,9648,-11104,-1000,23564,-32768,-8914
1,12932,-4752,6708,24621,-2305,-9997
1,13580,-4080,8004,8401,-8495,-2193
1,26644,992,-6312,-26813,27399,1110
1,-1812,-14016,22964,-32768,32767,-2209
1,8660,-11392,-168,23179,-32768,-6386
1,14080,-4760,5600,18680,-8343,-1726
1,15192,-4772,6744,8460,-6076,-3958
1,13144,-2920,7628,9004,-12612,-4810
1,14220,-5792,1040,-32768,32767,2312
1,3460,-24512,15472,-15876,-17885,15215
1,8504,-11492,-1948,30241,-32768,-20361
1,16332,-2768,932,23795,6181,-17465
1,15652,-368,7228,558,5258,-12453
1,16144,-1136,1480,-32768,32767,2218
1,508,-10748,16648,-30099,-8090,29959
1,3044,-16696,5284,7325,-21086,-5393
1,10512,-7576,5488,15553,-21149,-16880
1,12592,-4880,8448,13905,-5814,-13414
1,15220,-336,7288,2870,-6924,-2821
1,6452,-2628,16180,-32768,32767,27698
1,2624,-9884,4276,7367,-32768,-10030
1,13564,-10148,1712,17549,8186,-14910
1,16656,-4744,4128,11625,-7478,-12941
1,11228,-4892,10792,10130,-4240,-2709
1,32767,2904,-13508,-32768,27229,8321
1,4880,-19120,14076,-18528,-9567,21831
1,6564,-15132,-2980,15896,-32768,-6809
1,15284,-9180,-988,26455,-9935,-3266
1,13212,-8940,3136,6426,-12673,-5373
1,19880,-2136,-5360,-7234,7248,-5799
1,5904,-8524,14284,-32768,32767,9995
1,7244,-13376,1792,13320,-32768,-4328
1,14120,-8272,-4548,32702,-24857,-14915
1,16492,-1800,1884,21424,-11855,-9999
1,24704,304,-12440,-32768,32767,13564
1,7788,-24668,15652,-23119,9559,17348
1,7208,-11984,-4268,28499,-32768,-17875
1,16384,-4988,-1208,25687,-6777,-10955
1,19468,600,660,3773,417,-6115
1,8816,-7516,-4600,-32768,32767,11127
1,296,-16600,7388,14843,-31694,382
1,17764,-7208,-8608,28199,-32768,-17168
1,14316,-3812,3260,15076,-6421,-8134
1,22912,-192,-5116,-25965,17245,5062
1,5496,-15736,4764,-32768,32767,8800
1,4104,-12104,3384,21468,-32768,-8185
1,18552,-6524,-4592,32767,-25121,-5765
1,17476,-668,2172,10448,-4986,-9245
1,22696,436,-4152,-32768,32767,7963
1,3548,-12940,17408,-22976,32024,11499
1,7264,-14080,-312,29335,-32768,-10910
1,17576,-4484,-388,24607,-15121,-6568
1,17660,-2568,1616,5328,-4354,-553
1,16152,-2132,984,1399,-4552,1522
1,12844,-6080,-2620,-32768,32767,10675
1,6008,-15388,11404,215,-24090,4924
1,12632,-10296,-9140,32767,-32768,-18928
1,20672,2404,-252,410,5259,-7249
1,12060,-6320,-396,-32768,32767,14816
1,7328,-13204,5260,11867,-22128,-1611
1,17008,-5960,-6620,31288,-27721,-16947
1,22472,724,-5240,-26098,19214,5867
1,11288,-15680,7796,-22423,19795,14810
1,8008,-12884,-2600,28533,-32768,-14845
1,18868,-3448,-6784,32767,-8518,-16957
1,22208,2452,-1200,-19027,4626,10635
1,7632,-8192,-7444,-32768,32767,23571
1,8844,-17344,6820,11880,-14876,3324
1,6488,-8080,-3472,32767,-32768,-28941
1,16816,-1320,-1028,23780,-1223,-15304
1,18644,740,2068,-4113,-1052,6666
1,7320,-5152,-3768,-32768,32767,23451
1,5932,-14360,6320,2546,-16333,6377
1,11988,-15792,-1588,12240,-25417,-15098
