label,ax,ay,az,gx,gy,gz
2,13452,-3424,9476,-1239,554,565
2,13188,-4432,9140,-606,29,508
2,13156,-4244,9268,18,389,-129
2,13228,-3988,9000,1073,17,-241
2,13272,-4096,9312,-334,185,-52
2,13176,-3964,9496,153,366,-715
2,13104,-3924,9416,460,756,-585
2,13428,-3256,9008,5,579,-518
2,13352,-3880,9484,-239,333,-32
2,13368,-3064,9420,-688,456,-139
2,13260,-3624,9616,-795,100,-884
2,13160,-4300,9528,16,274,-365
2,13300,-3280,9608,12,17,3
2,13248,-3744,9444,-218,136,238
2,13264,-3528,9600,-224,221,170
2,13500,-3780,9572,-506,321,-18
2,12476,-3072,9024,-464,727,10
2,13220,-3996,8956,-284,450,260
2,13284,-3608,9828,-651,2591,-220
2,12400,-3912,12924,156,3219,-465
2,12412,-3100,9948,3337,-502,-336
2,12068,-2756,11380,1122,1226,-195
2,12116,-2176,10280,47,985,-37
2,12184,-2764,11080,-111,623,82
2,11944,-2736,10760,-100,-274,356
2,12424,-3060,10784,-414,-221,547
2,12112,-3268,11460,-38,686,64
2,12144,-3124,11136,-513,1013,-278
2,11976,-3088,11612,-907,535,-648
2,11936,-3020,11260,-591,-22,-691
2,12168,-2676,10996,-631,-110,-436
2,12616,-2684,10816,-213,2736,1122
2,11260,-3020,11660,-525,1693,-32
2,-1,-1,-1,-1,-1,-1
2,12128,-3480,10872,250,-82,391
2,11824,-3280,11356,-55,-222,-479
2,11612,-3080,11308,-32,46,-791
2,12020,-2600,11648,-124,-351,-215
2,12728,-3440,11512,-87,-973,1331
2,12200,-3064,10260,-1369,161,-27
2,12456,-3328,10472,-366,-522,-191
2,12636,-3580,10384,103,167,-57
2,12172,-3544,11084,457,-543,-268
2,13652,-3632,9200,-277,-875,-1152
2,12964,-3304,10108,-1016,215,-97
2,12948,-4524,9472,-1173,363,64
2,13880,-2800,10460,1353,-639,-5297
2,14436,-692,10984,-805,532,2140
2,15584,-2844,9272,-2058,803,6471
2,10356,-5920,12028,-2638,4374,10471
2,9072,-9860,11168,-1601,581,7743
2,8968,-9652,10380,1882,1001,4457
2,8684,-9716,10696,5783,-2140,-134
2,8984,-6176,10796,-1936,-1951,1989
2,7376,-8036,11788,1014,-1651,1001
2,8800,-7500,11024,-439,2512,-1060
2,9676,-7920,10792,1273,-3665,-2846
2,12336,-7604,8068,97,-12961,-726
2,12764,-7716,8368,672,517,533
2,12832,-6780,7240,483,-6895,1115
2,12480,-7308,8140,-1812,-4276,808
2,14440,-7416,6496,-495,-8557,1104
2,15028,-7736,2104,-3557,-8754,1144
2,14932,-9232,2708,419,7367,-410
2,13428,-7856,4772,-1171,1565,-114
2,13848,-8516,5224,1398,4272,-1430
2,13536,-7360,6368,-1498,168,-213
2,13464,-8332,5876,495,532,-519
2,13700,-7612,6540,-2169,308,750
2,13132,-8860,4948,-297,-1153,42
2,14072,-7752,5752,-1213,262,261
2,12856,-8152,5292,-329,204,-595
2,13580,-8212,6044,101,-168,-771
2,13744,-8232,4452,-773,-114,-144
2,13956,-8040,5468,-629,1218,-641
2,12980,-8504,5332,-55,-388,-425
2,14284,-7952,5740,-1017,-1896,1822
2,11780,-8696,5744,-3554,930,1377
2,13020,-9248,4436,-27,-384,665
2,9516,-13448,5792,25919,-28892,-13444
2,21856,412,300,17131,-13898,-9722
2,14816,-4384,332,-26428,4048,18459
2,13248,-9768,1608,-16690,12396,10969
2,13020,-12436,248,22051,-26033,-13407
2,20352,2856,-6916,23310,-4507,-21271
2,13592,-2792,-936,-25222,3897,20123
2,14356,-8360,-5448,-20775,18660,11507
2,13468,-10188,-3312,-2581,-3765,2792
2,10088,-11784,-4900,30272,-23010,-21621
2,23088,3072,-1800,14218,4632,-9474
2,13164,-4216,-4236,-31943,8124,24561
2,12596,-8500,-7716,-17749,14317,10432
2,14428,-10040,-4348,-2028,147,1187
2,12504,-10172,-3644,2528,-1119,-482
2,7756,-9720,-15644,32767,-25824,-32768
2,21876,6272,-4148,-681,1878,-3245
2,11264,-4552,-4952,-31572,8073,28224
2,12764,-8224,-7188,-25371,20885,15661
2,11064,-10224,-7172,-4039,7829,3021
2,10000,-12584,-6716,29842,-15515,-22364
2,20292,1260,-13012,31471,-1456,-22507
2,13416,-3160,-4488,-31836,16042,26931
2,13468,-8152,-8880,-29349,20659,16441
2,13488,-10624,-4332,-2800,-3337,2263
2,8772,-9816,-7900,32767,-16869,-27255
2,22532,1280,-3504,25698,7662,-20752
2,14608,-1864,-5200,-30070,11354,27748
2,12812,-9420,-7196,-27361,26128,16798
2,11808,-10708,-1048,-4843,2190,3151
2,12768,-10776,-4104,20204,-11154,-14954
2,15660,-480,-8032,32767,-17273,-31312
2,20580,2440,-2888,-8285,2187,9291
2,12492,-6116,-4596,-32768,29928,30550
2,9252,-11584,872,-7451,12708,7288
2,13236,-11592,-1988,5,-8102,-149
2,7828,-11124,-668,24759,-18432,-19776
2,21496,-1196,-6528,28442,-7928,-14342
2,16956,-3132,-5280,-32768,22938,20398
2,8148,-10972,2288,-20246,16159,14681
2,13148,-11588,-4052,-5203,-1389,3208
2,11700,-13192,-816,2884,-3971,-498
2,8932,-5604,-12428,32767,-32768,-32768
2,17640,1348,3408,6734,7734,-2939
2,14020,-6728,-2456,-32768,25204,29342
2,9168,-11776,-120,-14090,13559,11758
2,9004,-15212,-2416,-9490,2240,1422
2,9516,-15944,-540,14004,-12099,-10224
2,15652,-4216,-8924,32767,-32768,-32768
2,18016,-916,1316,-7070,3015,9092
2,14964,-9372,-1672,-26237,12343,20256
2,9904,-11308,-328,-12929,19191,8993
2,9180,-14564,-2728,-2931,-4866,-1820
2,8308,-8760,-13184,32767,-32177,-32768
2,20000,312,-364,13361,3778,-9512
2,14136,-3764,-3200,-29611,15430,25138
2,12104,-11704,-6176,-23833,22700,16626
2,9192,-12380,-2132,-10125,10820,6841
2,10688,-13004,-4588,-8397,4564,1622
2,7344,-16776,408,13591,-20474,-14344
2,18356,-2484,-11208,32767,-32768,-31868
2,16580,-3008,-1684,-10481,5361,11950
2,13688,-9072,-4524,-31347,24942,22921
2,9632,-13824,-1480,-18769,23718,12983
2,10120,-14752,-3108,253,-7735,-5074
2,3860,-8212,-13096,32767,-18676,-32768
2,21376,-292,2164,12171,5941,-7426
2,14192,-4780,-376,-22446,11334,21546
2,11184,-11100,-5300,-24773,27263,19934
2,6176,-13564,-2564,-13043,6923,3147
2,10016,-15712,-6272,19343,-21821,-24206
2,20692,-1800,-14872,32767,-5274,-23613
2,19312,-1628,-1504,-21764,11302,10180
2,10656,-9188,1072,-32768,30777,20988
2,12572,-12432,-1516,-14660,-4374,9826
2,8668,-14300,-5688,-3105,1088,1885
2,5012,-15380,-6596,21131,-30128,-25951
2,22108,-2048,-12488,32767,-8406,-32768
2,19580,-416,-2988,-22871,7710,14575
2,10932,-8532,-956,-32768,31202,26776
2,9864,-10764,-2208,-15916,1240,10462
2,8912,-12072,-5124,-4342,567,3891
2,8744,-18236,-6816,16984,-21903,-25193
2,16852,-1728,-15176,32767,-30109,-32768
2,20012,1088,-1632,-13787,3980,9403
2,13324,-8788,-2428,-32768,23949,30659
2,8480,-11272,-3624,-20533,911,10314
2,9132,-16300,-6032,9069,-9875,-7830
2,6852,-3948,-11812,32767,-27533,-32768
2,18088,-1108,-2256,13870,21041,-3002
2,13836,-5272,-5936,-32603,12542,24899
2,8468,-10304,-1380,-23994,20920,15638
2,9100,-14152,-6828,-4284,-1558,56
2,7632,-11924,-8212,18835,-30423,-30345
2,18280,-2384,-14668,22515,4323,-19613
2,15452,-2152,-1068,-15374,7789,11570
2,12104,-6904,-6208,-32768,20018,26032
2,9848,-12308,-6208,-9642,7462,14372
2,6584,-19492,-4820,13346,-12739,-11338
2,10028,440,-12388,32767,-32297,-32768
2,17652,-280,2524,4795,3473,-3375
2,15008,-4940,-1636,-16983,7460,18560
2,12408,-9372,-6616,-15222,4113,16039
2,8896,-9464,-4784,-18007,14598,14835
2,7676,-19316,-2956,10602,-3392,-12661
2,11888,-1536,-6732,32767,-32768,-32768
2,18924,1756,556,-976,1422,-6012
2,15720,-3456,-1228,-8365,25,9989
2,15772,-5704,-3792,-12798,5530,18964
2,12664,-9672,-4080,-22085,16855,18088
2,8404,-12652,1164,3662,-6133,-11435
2,15432,-2620,-9680,32767,-20078,-32768
2,19860,4052,2964,-74,4806,-989
2,16392,-2688,-2452,-31141,6340,30976
2,11676,-10104,-5620,-21961,8093,21124
2,8048,-13968,-5972,-13009,-799,8853
2,6536,-16496,-6336,7709,-14364,-13930
2,10504,-5048,-10988,32767,-25825,-32768
2,17752,888,1800,18356,1156,-9437
2,16752,-3740,-5884,-29409,13321,28326
2,7992,-11708,-5892,-31341,32410,23887
2,8000,-15248,-3480,-7339,-1718,-524
2,4472,-11848,-11236,29162,-20760,-32768
2,19128,-2780,-3000,32767,4142,-22957
2,17332,-1772,-1164,-13843,3636,19072
2,11664,-9116,-4984,-32768,25659,30755
2,6400,-12980,-4104,-21747,6156,13431
2,7952,-17752,-7168,4245,-3508,-8098
2,2048,-5312,-12088,32767,-28042,-32768
2,20432,296,-8012,32767,10912,-31220
2,16912,-1672,-4772,-28273,14145,32767
2,10244,-12576,-5724,-32768,31507,27932
2,8932,-17052,-7056,-13701,-2152,5941
2,7588,-20028,-10508,18231,-21189,-28926
2,13616,-2524,-10212,32767,-21991,-32768
2,22236,2504,-7244,-16948,5464,15995
2,11928,-5632,-6140,-32768,14849,32767
2,7992,-12868,-4504,-21928,21147,10194
2,9560,-11364,-12624,26513,-21823,-32768
2,17216,476,-11708,32767,-6522,-32768
2,18940,804,-6140,-18650,11530,28579
2,10168,-8056,-6156,-32768,17337,32767
2,9144,-10880,-7116,-19227,11586,12718
2,10992,-10940,-11036,-2464,1349,2504
2,6944,-19412,-7496,21225,-22442,-23725
2,15996,-2836,-15580,32767,-32768,-27344
2,16720,-4136,-4928,-14590,8468,11422
2,11024,-8448,-8544,-32768,27310,29445
2,6988,-11400,-5940,-26699,17838,10263
2,10752,-12076,-11252,-1985,-10969,-586
2,-1056,-15584,-22864,32767,-22923,-32768
2,14648,-6944,-15596,32767,-4031,-30698
2,14688,-3956,-4524,-26976,13741,29241
2,8920,-9844,-8484,-32768,29659,26556
2,8408,-11024,-7736,-21461,-1428,4510
2,9344,-16200,-11188,6596,-7372,-8071
2,6292,2316,-19104,32767,-32768,-32768
2,19480,5404,3268,290,4012,-4097
2,12484,-6236,-4888,-30763,14236,28763
2,8716,-10012,-9532,-31907,24986,25038
2,7748,-23120,-9184,-16186,3151,5479
2,2492,-8196,-15332,32767,-25194,-32768
2,18028,-7268,720,27104,13649,-16442
2,17644,-3904,-5916,-20203,9596,18232
2,10696,-8336,-9588,-32768,26758,32131
2,5164,-16968,-7164,-23090,13126,11082
2,7896,-14436,-9576,5315,-5577,-7935
2,1620,-9868,-16532,32767,-24307,-32768
2,22652,-4648,-1264,23552,8357,-13391
2,14024,-5228,-8716,-32768,32767,29799
2,5968,-10724,-3936,-25211,20332,21386
2,9948,-11748,-9288,-3710,-2719,3303
2,5372,-16472,-7044,5785,-8738,-7922
2,4368,-4932,-11692,32767,-29382,-32768
2,17976,-1916,836,31107,15836,-17571
2,16368,-3020,-4092,-25394,12803,25749
2,8012,-11960,-7952,-32768,32767,30846
2,7496,-17868,-7660,-14686,2441,10720
2,3336,-18268,-6364,14963,-18659,-23784
2,13284,-904,-27684,32767,-32768,-32768
2,17292,4312,2264,-2657,-1799,-8896
2,14804,-5996,-2228,-24777,10465,18841
2,10720,-10024,-5584,-11918,2680,13277
2,11352,-11080,-8200,-6126,3458,6559
2,10528,-11052,-4832,-20,-1791,-217
2,14412,-9860,-7556,-295,-888,132
2,10796,-11060,-5544,-4316,6079,3830
2,11476,-10184,-7904,-3119,2183,6028
2,10168,-10140,-7536,-7348,10188,9190
2,4212,-23548,-2952,2773,-10353,-10000
2,12704,-5108,-17316,32767,-32768,-32768
2,17252,-1512,-3876,-11656,4985,579
2,12888,-6904,-9288,-32768,31273,32767
2,8804,-9864,-4548,-26718,25660,20665
2,11108,-13180,-6204,-1112,-9600,-638
2,9724,-16600,-7104,12050,-18361,-15274
2,7140,2148,-21120,32767,-32768,-32768
2,20572,7924,3012,15603,959,-12436
2,14352,-1604,-2272,-19965,10233,22922
2,14856,-7404,-7064,-15128,7903,19214
2,10928,-9776,-8508,-21494,17691,23185
2,3048,-13668,-2536,-21065,26449,15235
2,5704,-13328,-6240,17111,-21289,-23908
2,18280,-1540,-12964,32767,-26416,-32768
2,18320,-2028,456,-10884,7118,5482
2,12616,-8296,-1796,-26773,26401,24715
2,9700,-10992,-2168,-13903,2100,14132
2,6396,-14264,-6196,-5710,7365,5246
2,5076,-14796,-4276,-1029,8625,5058
2,3576,-14312,-3748,2183,-4578,-9984
2,8312,-13880,-8036,7398,-20495,-29821
2,16464,-2396,-9520,21740,-1282,-32768
2,20208,68,-960,-6017,7946,12767
2,14328,-5920,-3248,-21859,10136,32767
2,7436,-13332,-6980,-8408,10870,18820
2,6440,-13856,-6320,-4272,7410,11444
2,4552,-14184,-6420,-1869,4564,4989
2,3880,-14692,-4832,1162,6610,2617
2,-1008,-17892,-9512,6774,-24354,-26586
2,3676,1512,-17536,32767,-32414,-32768
2,21680,12956,-980,14399,-7036,-21312
2,17148,1700,-1108,-18858,11336,19775
2,16440,-4284,-2988,-16803,10908,27287
2,8028,-9748,-2820,-27819,15632,28850
2,3476,-20464,-7904,-15169,8642,7173
2,-3020,-12292,-9696,32767,-23362,-32768
2,25564,4472,-12888,23956,14566,-22338
2,14688,-3176,-3204,-32768,17100,32591
2,7072,-11356,-5112,-30757,21915,23587
2,8440,-21036,-11796,-4506,-2166,1425
2,6936,-13132,-8632,25028,-12970,-30750
2,20540,-1860,-8244,32767,2095,-28216
2,17904,-2544,-3680,-31218,22625,23948
2,8832,-11800,-1060,-22255,17755,21008
2,9436,-13392,-5468,-14491,128,8499
2,5616,-15820,-2336,23428,-18337,-24481
2,21452,-424,-9924,32767,-18873,-32768
2,19272,-1480,-4708,-32768,28361,26816
2,5900,-13000,1464,-22568,32767,24579
2,8824,-13592,-2696,-12775,-9790,2628
2,9136,-13700,-6288,1461,-10301,-4686
2,7288,-15028,-6480,19138,-30055,-32721
2,23696,940,-14208,32767,1992,-32768
2,14052,-3656,-3128,-32768,20129,26564
2,8440,-10828,-4360,-26259,16133,27676
2,7740,-14420,-8132,-9144,4848,9102
2,6328,-14768,-6984,-676,6105,4669
2,7996,-11692,-5412,124,-3425,-4776
2,10208,-13136,-5080,682,-524,-3613
2,10176,-12920,-4152,117,1195,-1468
2,10668,-12008,-6764,-1744,-2422,-618
2,9440,-13216,-4880,-339,2372,664
2,9344,-13160,-4644,21,1359,-735
2,10224,-12060,-5512,-1623,-39,287
2,10168,-12784,-6832,-1053,-167,1018
2,9040,-12332,-6396,1245,1416,607
2,8664,-13868,-5632,1157,1373,978
2,7536,-13972,-4492,-736,4956,1635
2,3204,-16972,-4600,15186,-25945,-27402
2,18640,-172,-23412,32767,-32768,-32768
2,21804,4836,-2580,-11527,2878,16424
2,10036,-6740,-4852,-32768,24754,32767
2,7104,-12456,-3572,-21355,2133,13431
2,9116,-15212,-10412,3703,-6748,-3913
2,2292,-9284,-11516,32767,-20602,-32768
2,20344,632,-1696,32767,6314,-29799
2,16104,-2420,-3624,-22261,11192,27687
2,9532,-10084,-4988,-32768,26765,26404
2,8708,-13372,-3928,-13198,6776,12017
2,7432,-15116,-4656,12316,-11046,-18323
2,10744,-4128,-15004,32767,-21221,-32768
2,22120,5316,36,6347,-2218,4210
2,11376,-4528,-3844,-32768,20309,32767
2,6680,-12692,-5540,-26465,21906,19786
2,9596,-12432,-9132,-340,754,481
2,6888,-17988,-3000,12407,-21162,-20079
2,16248,752,-20108,32767,-32768,-32768
2,18480,1112,3068,-1964,2250,7950
2,10528,-6344,-4144,-32768,13783,32767
2,4304,-15820,-3208,-23673,16971,16424
2,7804,-17828,-9972,10618,-20401,-24116
2,11732,-1148,-14912,32767,-12662,-32768
2,22596,5988,2312,-4259,-4175,16613
2,9052,-4780,-6432,-32768,9876,32767
2,6316,-10648,-7856,-18514,16686,15937
2,8656,-13864,-8420,2055,7704,-376
2,3432,-14312,-8760,27794,-21432,-32768
2,18520,-2828,-10244,32767,519,-32768
2,18004,-1252,-4436,-20889,12685,31153
2,10672,-7344,-10192,-32768,17466,32767
2,5900,-13660,-6672,-16774,8217,8030
2,8336,-14248,-9480,3869,-3979,-5377
2,3244,-10208,-11256,32767,-18848,-32768
2,21408,-108,-5744,32609,-5641,-28948
2,15164,-3404,-3924,-18704,9058,23999
2,11088,-9320,-8856,-28406,20872,28950
2,6652,-12868,-7132,-20283,32767,21888
2,9196,-17548,-5052,6618,4195,-7269
2,7304,-5428,-5968,32767,-32768,-32768
2,19804,-660,-5292,18615,-3695,-21835
2,15956,-3892,-7576,-32768,31116,32767
2,6812,-11808,-724,-20186,2955,22528
2,6980,-16020,-2124,5865,-19833,-11234
2,8280,-7504,-12348,30773,-30674,-32768
2,16236,-1748,-1748,18140,-5337,-18916
2,13784,-4656,-3328,-26332,16061,27103
2,10180,-12084,-4108,-26546,23538,21871
2,9280,-12932,-4144,-11922,-548,6966
2,8396,-12356,-6356,7773,-15577,-15178
2,11476,-6812,-11892,29537,-19425,-26874
2,17812,-3116,-2844,16785,413,-10947
2,14076,-5924,-4680,-27531,14941,25771
2,8616,-13224,-2816,-20130,24469,16074
2,10712,-11016,-6024,-15304,3569,5066
2,10312,-14196,-7660,16501,-14356,-16755
2,12396,-4836,-11728,32767,-11898,-31574
2,18472,-660,224,2237,180,5111
2,10528,-8688,-4876,-32768,19641,29681
2,8352,-11776,-4216,-20373,22652,11479
2,10640,-13960,-9356,-3901,-3306,3084
2,6012,-16788,-5372,11692,-19578,-13274
2,13780,-6604,-15592,30821,-26014,-30570
2,12140,-6048,1356,3336,4258,-635
2,9628,-10180,-5044,-32768,25985,21654
2,7124,-12020,-1180,-15942,13893,14676
2,10200,-12900,-8920,-2642,2487,2775
2,5488,-19440,-3624,12579,-20098,-18480
2,15908,-780,-18672,32767,-32768,-32768
2,14792,-4044,1196,-10338,8551,6914
2,8200,-10324,-7056,-32768,32767,29069
2,8128,-16164,-4564,-18643,5994,9226
2,9004,-15664,-6564,7931,-14678,-12412
2,8648,-5736,-11056,32767,-32768,-32768
2,22268,3180,-3664,-7997,-8251,8630
2,6784,-6936,-6908,-32768,31790,32767
2,5492,-16508,-3124,-11313,-6024,1123
2,9080,-12536,-9504,21770,-20970,-19722
2,12056,-3060,-9852,32767,-23911,-32768
2,21336,-764,-6200,-6712,3594,9572
2,10852,-8156,-6332,-31965,15092,32767
2,8072,-11588,-6048,-13337,22042,13293
2,9068,-12648,-7136,-10857,-3613,3202
2,4092,-17024,-5880,23655,-21834,-30967
2,19236,-6784,-14412,32767,-6874,-32768
2,15304,-5280,-6736,-28214,12248,29381
2,10056,-11812,-9104,-30896,23952,21808
2,8840,-11896,-7044,-14987,13973,11624
2,7132,-16516,-7904,2322,-7035,-1128
2,3748,-4316,-12768,32767,-32768,-32768
2,23188,6200,3300,11722,2349,2793
2,9916,-5600,-5968,-32768,22993,32767
2,7228,-11432,-4888,-19618,32767,16325
2,9632,-17836,-10308,-7158,2412,4259
2,3280,-18512,-10820,32238,-30852,-32768
2,23540,-5752,-8204,32767,-9298,-32768
2,17752,-2500,-4900,-22108,5873,25748
2,9888,-10592,-8744,-32768,28492,28797
2,6076,-12992,-1220,-22882,7874,13974
2,7156,-16432,-7348,3410,-5991,-9121
2,6196,-3284,-15112,32767,-32768,-32768
2,18932,3056,4768,27694,13191,-6435
2,12332,-5760,-10224,-32768,31743,32767
2,5152,-13064,-1528,-16746,26224,15723
2,9604,-15864,-7364,-10021,-3962,1684
2,4676,-20012,-5188,18877,-21234,-25257
2,16768,-2648,-17780,32767,-19092,-32768
2,19208,1008,-1324,-9358,-1104,15060
2,11648,-7848,-3940,-27990,17530,30203
2,8312,-12552,-3456,-17227,28487,17629
2,7148,-19556,-6916,-11295,3606,-2676
2,2032,-8644,-11228,32767,-30301,-32768
2,18000,-1720,-3548,32767,2803,-25881
2,17880,-1664,-2560,-18158,9176,22646
2,12892,-8088,-7784,-32768,27001,29117
2,5276,-13800,36,-18761,15814,14897
2,9256,-16420,-6964,363,-8639,-4644
2,3620,-11480,-9820,28412,-17704,-32768
2,19392,-768,-5852,31889,12303,-30749
2,18572,-1204,-1788,-21958,4082,32767
2,8960,-12208,-2832,-25505,15369,30062
2,5884,-15528,-3632,-8401,-3364,8552
2,4780,-17608,-5908,5864,-7403,-23265
2,13732,-3544,-13456,28459,-8746,-32768
2,21548,6608,3192,6039,4940,-2303
2,11808,-4676,-996,-29345,14628,32767
2,8304,-12364,-7000,-18152,22149,21888
2,7524,-15400,-6712,-11364,-6283,3192
2,5852,-15244,-4640,17855,-14714,-27590
2,16444,-3244,-12900,31405,1273,-32768
2,20676,3744,876,-17548,8492,17521
2,6804,-9676,-1004,-32768,29614,31063
2,8412,-14268,-2036,-3236,-9047,-2503
2,13484,-9076,-7728,12310,-10758,-22212
2,19436,-5648,-2448,-8290,1465,13929
2,6912,-11460,-2232,-15970,5609,15077
2,7140,-16216,-6840,13622,-23047,-30244
2,19064,-220,-12928,22394,4891,-30402
2,19640,728,-1128,-14465,10382,3624
2,14768,-5708,-2028,-18225,1806,30286
2,5952,-9648,-3164,-21612,798,32767
2,32,-20144,-5672,15001,-27190,-29968
2,17644,300,-18852,32767,-10701,-32768
2,18084,-116,-2836,-21349,1611,19729
2,11176,-8196,-5196,-30329,7787,31931
2,9104,-9812,-7364,-14285,9856,15612
2,7560,-16004,-12292,-5045,-3556,2605
2,7120,-10672,-9500,1472,2313,-3983
2,5844,-11952,-7640,15014,-10417,-26037
2,17800,296,-19128,32767,-26384,-32768
2,14956,760,2552,-17963,12959,21354
2,6116,-18528,516,-28833,32767,26389
2,9696,-14376,-9348,-5645,-5380,1526
2,5704,-11828,-12800,25686,-18923,-32768
2,15952,-1452,-10580,32767,4705,-32768
2,24456,4996,-7560,-15163,5054,13089
2,10872,-5720,-5860,-32768,12962,32767
2,5264,-12144,-6516,-20612,11280,17560
2,7684,-16616,-10784,11162,-14906,-16195
2,9244,-4440,-14612,32767,-27848,-32768
2,22152,5748,220,9985,-1120,-18043
2,11552,-3028,-2796,-32768,22233,32767
2,6688,-10160,-4472,-27075,29453,26935
2,7672,-15752,-7900,8354,-17553,-17286
2,9604,-3904,-13976,32767,-24334,-32768
2,23744,5396,328,15634,80,-8155
2,10640,-3992,-5248,-32768,23115,32767
2,6540,-10412,-6084,-24513,26781,25930
2,9992,-16396,-10248,-1410,-7476,-473
2,4516,-16976,-8828,16903,-22190,-28116
2,14220,-2988,-17948,32767,-17339,-32768
2,21732,7364,-1008,-5038,-427,5675
2,11248,-4780,-7312,-32768,24013,32767
2,6396,-10092,-4012,-24294,20811,18007
2,10392,-15040,-9284,3220,-9634,-6765
2,3456,-5832,-12796,32767,-30262,-32768
2,17880,-172,-12048,32767,5923,-32768
2,16072,-668,-6708,-21995,17105,32767
2,9060,-8908,-9888,-32768,32618,32767
2,6048,-12812,-3404,-19943,1614,10614
2,7988,-18648,-9568,11341,-18548,-19678
2,6856,636,-18044,32767,-26581,-32768
2,23392,8256,-3788,-4604,1442,3177
2,11920,-4172,-3324,-32768,17723,32767
2,9064,-12732,-7812,-24794,24669,21911
2,7160,-17340,-7484,-9650,1072,6566
2,3760,-13692,-9656,29017,-24101,-32768
2,17552,-2996,-14000,32767,-14254,-32768
2,19380,644,-6800,-13085,5980,29841
2,8620,-7724,-6380,-32768,24579,32767
2,5144,-12680,-5532,-18594,25950,16198
2,8224,-14644,-7788,-5051,10207,6270
2,3924,-19324,-6236,8473,-18484,-23453
2,9860,-820,-22736,32767,-32768,-32768
2,22164,8868,396,4299,-6214,6759
2,10164,-4448,-10192,-32768,32767,32767
2,4900,-12128,-644,-16217,23122,19158
2,7856,-15696,-10892,-11065,3023,3662
2,2864,-17808,-4316,-1785,-7947,-4606
2,-3652,-10188,-22116,32767,-32768,-32768
2,17968,-2476,-15384,32767,19032,-26508
2,16012,-3948,-7528,-32768,19410,32767
2,5960,-14760,-6596,-29554,32767,27921
2,7584,-15452,-10268,-5006,2136,711
2,6868,-18252,-6164,7374,-9708,-10563
2,8076,-2984,-15876,32767,-32768,-32768
2,15912,-500,-2760,26662,10570,-26803
2,15352,-2744,-5536,-26272,17034,32581
2,7468,-11512,-4588,-32215,31465,28183
2,5992,-14884,-3176,-14369,-2941,4565
2,6216,-11016,-10888,28448,-17490,-32768
2,17760,-2668,-2388,28873,187,-32768
2,18788,-860,-4744,-32389,17285,21863
2,11840,-7860,-1856,-29004,12323,32695
2,10352,-12276,-6512,-14809,-11438,9971
2,7992,-12444,-10240,-1306,-4896,2319
2,5116,-15384,-7908,16849,-15197,-24610
2,14208,-2952,-14212,32767,-2380,-32768
2,20624,708,-3276,-16147,3531,18332
2,6880,-7632,-4208,-32768,19800,32767
2,6432,-13336,-4512,-17941,5975,10158
2,8924,-10776,-10628,-3156,2018,2126
2,5224,-13628,-7844,9470,-9564,-16131
2,7360,-2056,-15600,32767,-28700,-32768
2,16840,1016,456,12927,8397,-7393
2,11640,-4592,-7716,-32768,25469,32767
2,5272,-9816,-1828,-26237,10790,16565
2,11524,-11256,-11428,-2079,5373,1219
2,3116,-16900,-4728,17041,-28679,-28855
2,23048,2712,-22344,21424,-7654,-25296
2,12764,-4168,960,-7323,5039,-1896
2,15248,-5356,-3128,-3698,3944,231
3,15376,-5872,-4108,-4080,3146,5904
3,14372,-7512,-4176,-3321,2077,4949
3,14276,-7760,-3028,-637,-824,1739
3,14268,-7636,-4036,-2959,1177,2477
3,14308,-8496,-3616,-1910,709,-218
3,13436,-7816,-4136,-2258,-26,1678
3,14484,-8140,-4908,-1642,2018,-1944
3,14624,-7420,-4620,-1779,-15,-312
3,14352,-7408,-4644,-1165,340,-681
3,15272,-7168,-4600,-1060,500,-21
3,14504,-7396,-5060,-1030,452,-33
3,14512,-6884,-4616,-251,408,-370
3,14396,-7236,-4256,-272,336,-364
3,14804,-7164,-4552,-325,484,-321
3,14468,-6956,-4388,-339,13,-132
3,14724,-6960,-4708,-293,381,-489
3,14772,-6804,-4588,-508,-2,234
3,14536,-7012,-4804,-100,113,-134
3,14572,-6964,-4660,-328,371,-93
3,14824,-6952,-4372,-158,503,143
3,14556,-7052,-4756,-356,201,286
3,14652,-7036,-4740,-422,136,216
3,14760,-7108,-4728,-108,151,-1
3,14576,-7056,-4724,-291,-52,181
3,14772,-7068,-4660,-259,168,176
3,14588,-7104,-4648,-406,330,346
3,14464,-7268,-4984,-329,148,71
3,14392,-7236,-4760,-176,291,183
3,14412,-7384,-4696,-103,745,243
3,14440,-7404,-4644,-114,417,187
3,14356,-7508,-4544,-25,-27,-355
3,14392,-7420,-4576,-273,-39,220
3,14432,-7780,-4500,-294,321,535
3,14040,-7860,-4560,94,292,-399
3,14412,-7732,-4468,-53,95,44
3,14328,-7828,-4376,-201,-8,294
3,13988,-7960,-4304,-280,-24,514
3,14084,-7872,-4548,-83,294,242
3,14008,-7744,-4220,-98,209,463
3,14028,-8028,-4176,-707,508,932
3,13788,-8168,-5056,-24,303,-94
3,14452,-7972,-4388,-119,223,722
3,13612,-8480,-4352,-457,272,781
3,13764,-8444,-4724,-123,248,114
3,14132,-8556,-4396,-137,392,796
3,13600,-8636,-4296,-872,702,1085
3,13952,-8644,-4648,-353,751,-56
3,13360,-9164,-4772,-502,210,1073
3,13572,-9304,-3660,-321,-779,1041
3,12368,-9300,-4724,-553,-285,828
3,13556,-8896,-5036,-222,328,-468
